Last Name,First and Middle,Area,Role,Years Served,,,,,,,,,,,,,,
Herndon,John R.,Baker,State House Representative: Florida,1895,,,,,,,,,,,,,,
Willis,James Thornwell,Bradford,State House Representative: Florida,1895,,,,,,,,,,,,,,
Sanders,W. R.,Brevard,State House Representative: Florida,1895,,,,,,,,,,,,,,
Stone,J. S.,Calhoun,State House Representative: Florida,1895,,,,,,,,,,,,,,
Vanness,M. V. B.,Citrus,State House Representative: Florida,1895,,,,,,,,,,,,,,
Godwin ,Samuel,Clay,State House Representative: Florida,1895,,,,,,,,,,,,,,
Groover,Roan J.,Columbia,State House Representative: Florida,1895,,,,,,,,,,,,,,
Knowles,James J.,Columbia,State House Representative: Florida,1895,,,,,,,,,,,,,,
Seward,Henry S.,Dade,State House Representative: Florida,1895,,,,,,,,,,,,,,
Dancy,W. McL. ,Duval,State House Representative: Florida,1895,,,,,,,,,,,,,,
Plummer,E.G.,Duval,State House Representative: Florida,1895,,,,,,,,,,,,,,
Sullivan,J. J.,Escambia,State House Representative: Florida,1895,,,,,,,,,,,,,,
Daly,J.R. ,Escambia ,State House Representative: Florida,1895,,,,,,,,,,,,,,
Mahoney,H. B.,Franklin,State House Representative: Florida,1895,,,,,,,,,,,,,,
Gregory,Lycurgus B.,Gadsden,State House Representative: Florida,1895,,,,,,,,,,,,,,
McAlpin,William Wallace,Hamilton,State House Representative: Florida,1895,,,,,,,,,,,,,,
Skinner,John N.,Holmes,State House Representative: Florida,1895,,,,,,,,,,,,,,
Dickson,M. N.,Jackson,State House Representative: Florida,1895,,,,,,,,,,,,,,
McAliley,John D.,Liberty,State House Representative: Florida,1895,,,,,,,,,,,,,,
Schaffer,Fred P.,Madison,State House Representative: Florida,1895,,,,,,,,,,,,,,
Tucker,B. N.,Madison,State House Representative: Florida,1895,,,,,,,,,,,,,,
Smith ,D. A.,Marion,State House Representative: Florida,1895,,,,,,,,,,,,,,
Roberts,Clarence E.,Monroe,State House Representative: Florida,1895,,,,,,,,,,,,,,
Drew,Frank,Nassau,State House Representative: Florida,1895,,,,,,,,,,,,,,
Moseley,J. E.,Osceola,State House Representative: Florida,1895,,,,,,,,,,,,,,
Latham,James Franklin,Pasco,State House Representative: Florida,1895,,,,,,,,,,,,,,
Wade,J. S.,Polk,State House Representative: Florida,1895,,,,,,,,,,,,,,
Moore,R. C.,Santa Rosa,State House Representative: Florida,1895,,,,,,,,,,,,,,
Pinkham,W.S.M.,St. Johns,State House Representative: Florida,1895,,,,,,,,,,,,,,
High ,W. B.,Suwannee,State House Representative: Florida,1895,,,,,,,,,,,,,,
Peacock,J. M. N.,Suwannee,State House Representative: Florida,1895,,,,,,,,,,,,,,
Rees,F. L.,Suwannee,State House Representative: Florida,1895,,,,,,,,,,,,,,
Healy,G. P.,Volusia,State House Representative: Florida,1895,,,,,,,,,,,,,,
Raker,Thomas Jefferson,Wakulla,State House Representative: Florida,1895,,,,,,,,,,,,,,
McSween,Phillip D.,Walton,State House Representative: Florida,1895,,,,,,,,,,,,,,
Wells,Joel R. ,Washington,State House Representative: Florida,1895,,,,,,,,,,,,,,
Wall,L. D.,Bradford,State House Representative: Florida,1897,,,,,,,,,,,,,,
Ward,E. P.,Bradford,State House Representative: Florida,1897,,,,,,,,,,,,,,
Hardee,Robert A.,Brevard,State House Representative: Florida,1897,,,,,,,,,,,,,,
Spencer,Thomas,Calhoun,State House Representative: Florida,1897,,,,,,,,,,,,,,
Turner,Walter S.,Citrus,State House Representative: Florida,1897,,,,,,,,,,,,,,
Frisbee,Benjamin M.,Clay,State House Representative: Florida,1897,,,,,,,,,,,,,,
Dupree,Simon Daniel,Columbia,State House Representative: Florida,1897,,,,,,,,,,,,,,
Potter,Richard B.,Dade,State House Representative: Florida,1897,,,,,,,,,,,,,,
Stanford,O. T.,DeSoto,State House Representative: Florida,1897,,,,,,,,,,,,,,
Pope,Frank W.,Duval,State House Representative: Florida,1897,,,,,,,,,,,,,,
Hyer,William K. Sr.,Escambia ,State House Representative: Florida,1897,,,,,,,,,,,,,,
Rice,Stephen ewing,Franklin,State House Representative: Florida,1897,,,,,,,,,,,,,,
Morgan ,John L.,Hamilton,State House Representative: Florida,1897,,,,,,,,,,,,,,
Register,J. W.,Hamilton,State House Representative: Florida,1897,,,,,,,,,,,,,,
Fulton,William A.,Hernando,State House Representative: Florida,1897,,,,,,,,,,,,,,
Young,James Lauren Colonel,Hillsborough,State House Representative: Florida,1897,,,,,,,,,,,,,,
Williams ,Reddin Ephraim,Holmes,State House Representative: Florida,1897,,,,,,,,,,,,,,
Lamar,J. M.,Jefferson,State House Representative: Florida,1897,,,,,,,,,,,,,,
Owens,James M. Jr.,Lake,State House Representative: Florida,1897,,,,,,,,,,,,,,
Crumpton,Henry Anderson Harris,Levy ,State House Representative: Florida,1897,,,,,,,,,,,,,,
Shepard,Bowen,Liberty,State House Representative: Florida,1897,,,,,,,,,,,,,,
Linton,Moses W.,Madison,State House Representative: Florida,1897,,,,,,,,,,,,,,
Shepard,S. P.,Orange,State House Representative: Florida,1897,,,,,,,,,,,,,,
Pedrick ,J. H. B.,Pasco,State House Representative: Florida,1897,,,,,,,,,,,,,,
Wolff,Francis A.,Polk,State House Representative: Florida,1897,,,,,,,,,,,,,,
Morgan ,Benjamin E.,Putnam,State House Representative: Florida,1897,,,,,,,,,,,,,,
Wilson,Elijah Anderson,St. Johns,State House Representative: Florida,1897,,,,,,,,,,,,,,
Fielding,J. T.,Suwannee,State House Representative: Florida,1897,,,,,,,,,,,,,,
Mobley,W. H.,Suwannee,State House Representative: Florida,1897,,,,,,,,,,,,,,
Hendry,James M.,Taylor,State House Representative: Florida,1897,,,,,,,,,,,,,,
Morrison,D. F.,Volusia,State House Representative: Florida,1897,,,,,,,,,,,,,,
Street,A. W.,Volusia,State House Representative: Florida,1897,,,,,,,,,,,,,,
Rouse,William Canada,Wakulla,State House Representative: Florida,1897,,,,,,,,,,,,,,
Richbourg,J. H. B.,Walton,State House Representative: Florida,1897,,,,,,,,,,,,,,
Robertson,S. M.,Washington,State House Representative: Florida,1897,,,,,,,,,,,,,,
Watkins,J. D.,Alachua,State House Representative: Florida,1899,,,,,,,,,,,,,,
Pons,Frank J. ,Baker,State House Representative: Florida,1899,,,,,,,,,,,,,,
Hill,Joesph L.,Bradford,State House Representative: Florida,1899,,,,,,,,,,,,,,
Willis,James Thornwell,Bradford,State House Representative: Florida,1899,,,,,,,,,,,,,,
Parker,Henry L.,Brevard,State House Representative: Florida,1899,,,,,,,,,,,,,,
Stone,N. B.,Calhoun,State House Representative: Florida,1899,,,,,,,,,,,,,,
Persons,Edgar G.,Columbia,State House Representative: Florida,1899,,,,,,,,,,,,,,
Morse,Frederick Streeter,Dade,State House Representative: Florida,1899,,,,,,,,,,,,,,
King,Ziba,DeSoto,State House Representative: Florida,1899,,,,,,,,,,,,,,
Hilliard,James Madison,Escambia ,State House Representative: Florida,1899,,,,,,,,,,,,,,
McKeown,Paul P.,Gadsden,State House Representative: Florida,1899,,,,,,,,,,,,,,
Weakley ,Silas,Gadsden,State House Representative: Florida,1899,,,,,,,,,,,,,,
Davant,John Cheney,Hernandoo ,State House Representative: Florida,1899,,,,,,,,,,,,,,
McMullen,Donald Campbell,Hillsborough,State House Representative: Florida,1899,,,,,,,,,,,,,,
Wilder,Calfrey L.,Hillsborough,State House Representative: Florida,1899,,,,,,,,,,,,,,
Turnbull,N. A.,Jefferson,State House Representative: Florida,1899,,,,,,,,,,,,,,
Williams ,Henry G.,Lafayette,State House Representative: Florida,1899,,,,,,,,,,,,,,
McNamee,Robert,Lake,State House Representative: Florida,1899,,,,,,,,,,,,,,
Wainright,A. J.,Lake,State House Representative: Florida,1899,,,,,,,,,,,,,,
Willis,John Reddick,Levy,State House Representative: Florida,1899,,,,,,,,,,,,,,
Hosford,Robert F.,Liberty,State House Representative: Florida,1899,,,,,,,,,,,,,,
Jordan,William Spencer,Madison,State House Representative: Florida,1899,,,,,,,,,,,,,,
Leslie,M. L.,Madison,State House Representative: Florida,1899,,,,,,,,,,,,,,
Payne,M. L.,Marion,State House Representative: Florida,1899,,,,,,,,,,,,,,
Denham,John,Monroe,State House Representative: Florida,1899,,,,,,,,,,,,,,
Whitner,J. N.,Orange,State House Representative: Florida,1899,,,,,,,,,,,,,,
Hendry,G. W.,Polk,State House Representative: Florida,1899,,,,,,,,,,,,,,
Sloan,Daniel Henry ,Polk,State House Representative: Florida,1899,,,,,,,,,,,,,,
Harp,John H.,Putnam,State House Representative: Florida,1899,,,,,,,,,,,,,,
McAllister,John,Putnam,State House Representative: Florida,1899,,,,,,,,,,,,,,
Goode,M. W.,St. Johns,State House Representative: Florida,1899,,,,,,,,,,,,,,
MacWilliams,William A.,St. Johns,State House Representative: Florida,1899,,,,,,,,,,,,,,
Overstreet,Silas T. ,Suwannee,State House Representative: Florida,1899,,,,,,,,,,,,,,
Stricklandd,William Penn,Taylor,State House Representative: Florida,1899,,,,,,,,,,,,,,
Healy,G. P.,Volusia,State House Representative: Florida,1899,,,,,,,,,,,,,,
Patillo,A. T.,Volusia,State House Representative: Florida,1899,,,,,,,,,,,,,,
Walker,Nat R.,Wakulla,State House Representative: Florida,1899,,,,,,,,,,,,,,
Henry,George Pomeroy,Walton,State House Representative: Florida,1899,,,,,,,,,,,,,,
Thomas,John Cabell Breckinridge,Alachua,State House Representative: Florida,1901,,,,,,,,,,,,,,
Pinholster,I.W.,Bradford,State House Representative: Florida,1901,,,,,,,,,,,,,,
Raulerson,K. B.,Brevard,State House Representative: Florida,1901,,,,,,,,,,,,,,
Gillen,Gy,Columbia,State House Representative: Florida,1901,,,,,,,,,,,,,,
Rivers,L. W. A.,Columbia,State House Representative: Florida,1901,,,,,,,,,,,,,,
Wolfe,J. Emmett,Escambia,State House Representative: Florida,1901,,,,,,,,,,,,,,
Jones,C. Moreno,Escambia ,State House Representative: Florida,1901,,,,,,,,,,,,,,
Davidson,"Robert Hamilton McWhorta, III",Gadsden ,State House Representative: Florida,1901,,,,,,,,,,,,,,
Lee,H. M.,Hamilton,State House Representative: Florida,1901,,,,,,,,,,,,,,
Fulton,William A.,Hernando,State House Representative: Florida,1901,,,,,,,,,,,,,,
Williamson,J. W.,Hillsborough,State House Representative: Florida,1901,,,,,,,,,,,,,,
Young,James Lauren Colonel,Hillsborough,State House Representative: Florida,1901,,,,,,,,,,,,,,
Jacoby,M.,Jackson,State House Representative: Florida,1901,,,,,,,,,,,,,,
Shomaker,J. R.,Jackson,State House Representative: Florida,1901,,,,,,,,,,,,,,
Sledge,James A.,Jefferson,State House Representative: Florida,1901,,,,,,,,,,,,,,
Osteen,John H.,Lafayette,State House Representative: Florida,1901,,,,,,,,,,,,,,
Dowd,Ben,Lake,State House Representative: Florida,1901,,,,,,,,,,,,,,
Godfrey,J. S.,Lake,State House Representative: Florida,1901,,,,,,,,,,,,,,
McElroy,Charles W.,Levy,State House Representative: Florida,1901,,,,,,,,,,,,,,
Redding,J. H. B.,Madison,State House Representative: Florida,1901,,,,,,,,,,,,,,
Porter,"Joseph Yates, MD",Monroe,State House Representative: Florida,1901,,,,,,,,,,,,,,
Johnson,A. J.,Nassau,State House Representative: Florida,1901,,,,,,,,,,,,,,
McRae,Henry C.,Pasco,State House Representative: Florida,1901,,,,,,,,,,,,,,
Doden,M.S.,Polk,State House Representative: Florida,1901,,,,,,,,,,,,,,
McRae,Frank,Putnam,State House Representative: Florida,1901,,,,,,,,,,,,,,
Davis,John W. ,St. Johns,State House Representative: Florida,1901,,,,,,,,,,,,,,
Grant,John H.,Suwannee,State House Representative: Florida,1901,,,,,,,,,,,,,,
Umstead,B. F.,Suwannee,State House Representative: Florida,1901,,,,,,,,,,,,,,
Duckworth,C. E.,Taylor,State House Representative: Florida,1901,,,,,,,,,,,,,,
Whaley,John Knott,Wakulla,State House Representative: Florida,1901,,,,,,,,,,,,,,
Willard,Theodore H.,Alachua,State House Representative: Florida,1903,,,,,,,,,,,,,,
Simmons,W. R.,Baker,State House Representative: Florida,1903,,,,,,,,,,,,,,
Long,A. V.,Bradford,State House Representative: Florida,1903,,,,,,,,,,,,,,
Jones,Wade H.,Brevard,State House Representative: Florida,1903,,,,,,,,,,,,,,
Feagle,William J.,Columbia,State House Representative: Florida,1903,,,,,,,,,,,,,,
Roberts,John L. ,Columbia,State House Representative: Florida,1903,,,,,,,,,,,,,,
Gibons,Harry Cromwell,Duval,State House Representative: Florida,1903,,,,,,,,,,,,,,
Mason,Harry,Duval,State House Representative: Florida,1903,,,,,,,,,,,,,,
Loftin,Scott marion,Escambia ,State House Representative: Florida,1903,,,,,,,,,,,,,,
Love,Herbert A.,Gadsden,State House Representative: Florida,1903,,,,,,,,,,,,,,
Trammell,Worth W.,Gadsden,State House Representative: Florida,1903,,,,,,,,,,,,,,
King,W. W.,Hamilton,State House Representative: Florida,1903,,,,,,,,,,,,,,
McNamee,Robert,Hillsborough,State House Representative: Florida,1903,,,,,,,,,,,,,,
Horne,T. A.,Jackson,State House Representative: Florida,1903,,,,,,,,,,,,,,
Reddick ,Joesph C.,Jackson,State House Representative: Florida,1903,,,,,,,,,,,,,,
Mote,E. H.,Lake,State House Representative: Florida,1903,,,,,,,,,,,,,,
St. Clair-Abrams,Alfred,Lake,State House Representative: Florida,1903,,,,,,,,,,,,,,
Willis,Jasper N.,Levy,State House Representative: Florida,1903,,,,,,,,,,,,,,
Finlayson,William D.,Levy-Dixie,State House Representative: Florida,1903,,,,,,,,,,,,,,
Johnson,Sydney D.,Liberty,State House Representative: Florida,1903,,,,,,,,,,,,,,
Wilson,J. R.,Madison,State House Representative: Florida,1903,,,,,,,,,,,,,,
Roberts,Thomas E.,Monroe,State House Representative: Florida,1903,,,,,,,,,,,,,,
Ogilvie,J. D.,Nassau,State House Representative: Florida,1903,,,,,,,,,,,,,,
Drake,Herbert Jackson,Polk,State House Representative: Florida,1903,,,,,,,,,,,,,,
Trammell,Park Monroe,Polk,State House Representative: Florida,1903,,,,,,,,,,,,,,
Sprague,G. T.,Putnam,State House Representative: Florida,1903,,,,,,,,,,,,,,
West,Thomas Franklin,Santa Rosa,State House Representative: Florida,1903,,,,,,,,,,,,,,
Webb,DeWitt,St. Johns,State House Representative: Florida,1903,,,,,,,,,,,,,,
Tison,W. A.,Suwannee,State House Representative: Florida,1903,,,,,,,,,,,,,,
Hodge,John C.,Wakulla,State House Representative: Florida,1903,,,,,,,,,,,,,,
Rosborough,John A.,Alachua,State House Representative: Florida,1905,,,,,,,,,,,,,,
Hill,Joesph L.,Bradford,State House Representative: Florida,1905,,,,,,,,,,,,,,
Olmstead,Claud F.,Brevard,State House Representative: Florida,1905,,,,,,,,,,,,,,
Pirrong,John Dewart,Calhoun,State House Representative: Florida,1905,,,,,,,,,,,,,,
Julian ,A. J. P,Columbia,State House Representative: Florida,1905,,,,,,,,,,,,,,
Persons,Edgar G.,Columbia,State House Representative: Florida,1905,,,,,,,,,,,,,,
Fillingim,John Thomas,Escambia ,State House Representative: Florida,1905,,,,,,,,,,,,,,
Taylor,John Stansel,Hillsborough,State House Representative: Florida,1905,,,,,,,,,,,,,,
Stephens,Jefferson D.,Jackson,State House Representative: Florida,1905,,,,,,,,,,,,,,
Wilson,James Nesbit Sr.,Jackson,State House Representative: Florida,1905,,,,,,,,,,,,,,
Sledge,James A.,Jefferson,State House Representative: Florida,1905,,,,,,,,,,,,,,
Noble ,Charles S.,Lake,State House Representative: Florida,1905,,,,,,,,,,,,,,
Rawls,W. A.,Leon,State House Representative: Florida,1905,,,,,,,,,,,,,,
McElroy,Charles W.,Levy,State House Representative: Florida,1905,,,,,,,,,,,,,,
Hardon ,E. C.,Liberty,State House Representative: Florida,1905,,,,,,,,,,,,,,
Leggett,Charles Lamar Sr.,Madison,State House Representative: Florida,1905,,,,,,,,,,,,,,
Sistrunk,Carlos Louis,Marion,State House Representative: Florida,1905,,,,,,,,,,,,,,
Roberts,Ernest Percival,Monroe,State House Representative: Florida,1905,,,,,,,,,,,,,,
Dyal,Burton G.,Nassau,State House Representative: Florida,1905,,,,,,,,,,,,,,
Williams ,Abraham Taylor,Polk,State House Representative: Florida,1905,,,,,,,,,,,,,,
Sprague,G. F.,Putnam,State House Representative: Florida,1905,,,,,,,,,,,,,,
Hall,John M.,Suwannee,State House Representative: Florida,1905,,,,,,,,,,,,,,
Duval ,Frank W.,Wakulla,State House Representative: Florida,1905,,,,,,,,,,,,,,
Peeples,H. C.,Bradford,State House Representative: Florida,1907,,,,,,,,,,,,,,
Jones,Wade H.,Brevard,State House Representative: Florida,1907,,,,,,,,,,,,,,
Wilson,A. Max,Calhoun,State House Representative: Florida,1907,,,,,,,,,,,,,,
Long,J. B.,Clay,State House Representative: Florida,1907,,,,,,,,,,,,,,
Watson,John W.,Dade,State House Representative: Florida,1907,,,,,,,,,,,,,,
Hooker,William H.,DeSoto,State House Representative: Florida,1907,,,,,,,,,,,,,,
Reese,Richard Pope,Escambia,State House Representative: Florida,1907,,,,,,,,,,,,,,
Griggs,J. F. C.,Franklin,State House Representative: Florida,1907,,,,,,,,,,,,,,
Willis,Joesph H.,Gadsden,State House Representative: Florida,1907,,,,,,,,,,,,,,
Dudley,John R.,Hillsborough,State House Representative: Florida,1907,,,,,,,,,,,,,,
Decker,W.W. K,Hillsborough ,State House Representative: Florida,1907,,,,,,,,,,,,,,
Neel,Henry C.,Jackson,State House Representative: Florida,1907,,,,,,,,,,,,,,
Williams ,Ed,Jackson,State House Representative: Florida,1907,,,,,,,,,,,,,,
Thompson,James D.,Jefferson,State House Representative: Florida,1907,,,,,,,,,,,,,,
Geiger,David Godfrey Harmon,Lafayette,State House Representative: Florida,1907,,,,,,,,,,,,,,
Smith ,S. F.,Lake,State House Representative: Florida,1907,,,,,,,,,,,,,,
Hartsfield,Gilbert,Leon,State House Representative: Florida,1907,,,,,,,,,,,,,,
Willis,Jasper N.,Levy,State House Representative: Florida,1907,,,,,,,,,,,,,,
Millinor,Robert Lee,Madison,State House Representative: Florida,1907,,,,,,,,,,,,,,
Rowe,Randall H.,Madison,State House Representative: Florida,1907,,,,,,,,,,,,,,
Pettigrew ,A.J.,Manatee,State House Representative: Florida,1907,,,,,,,,,,,,,,
Mathews,George G. Jr.,Marion,State House Representative: Florida,1907,,,,,,,,,,,,,,
Ogilvie,Stephan Adam,Nassau,State House Representative: Florida,1907,,,,,,,,,,,,,,
Donegan,Arthur E.,Osceola,State House Representative: Florida,1907,,,,,,,,,,,,,,
McCutcheon,Robert James,Pasco,State House Representative: Florida,1907,,,,,,,,,,,,,,
Snell,Henry Washington,Polk,State House Representative: Florida,1907,,,,,,,,,,,,,,
Olmstead,Claud F.,St. Lucie,State House Representative: Florida,1907,,,,,,,,,,,,,,
McClellan,W. H.,Suwannee,State House Representative: Florida,1907,,,,,,,,,,,,,,
Faulkner,Thomas J.,Taylor,State House Representative: Florida,1907,,,,,,,,,,,,,,
Parkinson,John B.,Volusia,State House Representative: Florida,1907,,,,,,,,,,,,,,
Roddenberry,Simon Peter,Wakulla,State House Representative: Florida,1907,,,,,,,,,,,,,,
Lassiter,W. B.,Washington,State House Representative: Florida,1907,,,,,,,,,,,,,,
Kelley,J. R.,Baker,State House Representative: Florida,1909,,,,,,,,,,,,,,
Knight,D. Ernest,Bradford,State House Representative: Florida,1909,,,,,,,,,,,,,,
Trammell,John D.,Calhoun,State House Representative: Florida,1909,,,,,,,,,,,,,,
Grace,Ezekiel Smith,Citrus,State House Representative: Florida,1909,,,,,,,,,,,,,,
Hatcher,John W.,Columbia,State House Representative: Florida,1909,,,,,,,,,,,,,,
